transaction_id,date,location_id,product_id,quantity,unit_price_sold,gross_sales_amt,discount_amount,is_returned,return_reason
1521cac14ef3,1/4/2019,L001_WEB,P057,1,69.51,69.51,0,FALSE,
2be84622998e,1/26/2019,S025,P075,1,34.88,34.88,0,FALSE,
c7d6eccac3ec,1/29/2019,S009,P043,1,54.18,54.18,0,FALSE,
68f94c4a6a31,1/14/2019,L001_WEB,P028,1,112.67,112.67,0,FALSE,
4696727e215f,1/28/2019,L001_WEB,P101,1,120.99,120.99,0,FALSE,
f957f72a11b3,1/11/2019,L001_WEB,P028,2,99.9,199.8,25.54,FALSE,
a28139b23b61,1/4/2019,L001_WEB,P116,1,119.86,119.86,0,FALSE,
de54e7d14c08,1/31/2019,L001_WEB,P128,1,85.06,85.06,0,FALSE,
03a0e27414e4,1/14/2019,L001_WEB,P150,1,119.41,119.41,0,FALSE,
69aea38bf4b8,1/6/2019,L001_WEB,P149,1,43.52,43.52,0,FALSE,
afefd4f2fcfb,1/22/2019,L001_WEB,P083,1,53.69,53.69,0,FALSE,
4450b18c8f9e,1/30/2019,S021,P064,1,26.57,26.57,0,FALSE,
2756eb8d0307,1/15/2019,L001_WEB,P035,1,104.32,104.32,0,FALSE,
165d09a2e354,1/17/2019,S006,P077,2,117.7,235.4,0,FALSE,
9982863d3051,1/24/2019,S001,P142,1,23.38,23.38,0,FALSE,
487cfaba6eea,1/10/2019,S025,P089,3,101.47,304.41,0,FALSE,
336e6069d720,1/31/2019,L001_WEB,P046,1,43.47,43.47,0,FALSE,
dc262799536c,1/4/2019,L001_WEB,P091,1,37.19,37.19,0,FALSE,
b979542c08ad,1/23/2019,S024,P107,1,88.98,88.98,0,FALSE,
d2793924e4b1,1/29/2019,S020,P109,2,92.6,185.2,0,TRUE,Changed Mind
2576905600b2,1/6/2019,L001_WEB,P074,1,112.25,112.25,0,FALSE,
49035da33f1b,1/26/2019,L001_WEB,P076,1,87.98,87.98,0,FALSE,
5f753d379eef,1/15/2019,S012,P027,1,110.1,110.1,0,FALSE,
031ccb43ad11,1/8/2019,S023,P144,1,98.47,98.47,0,FALSE,
dc7e5c8fcbd3,1/23/2019,S007,P074,1,102.35,102.35,9.9,FALSE,
d16e1597eb9a,1/26/2019,S008,P081,4,39.29,157.16,22.32,FALSE,
316f40c9f9b6,1/28/2019,L001_WEB,P114,2,102.93,205.86,0,FALSE,
9542b54a5141,1/21/2019,S016,P095,2,105.37,210.74,0,FALSE,
4776bb2981f3,1/25/2019,L001_WEB,P050,1,61.99,61.99,0,FALSE,
78bf231ae60d,1/6/2019,L001_WEB,P045,2,114.88,229.76,0,FALSE,
9f0c1d687500,1/9/2019,S002,P143,1,42.04,42.04,24.61,TRUE,Wrong Shade
ba59ffd7d506,1/23/2019,S005,P040,1,98.81,98.81,0,FALSE,
27b9c6b2ca25,1/25/2019,L001_WEB,P078,1,30.35,30.35,0,FALSE,
f6b8bb2b0e14,1/26/2019,L001_WEB,P082,1,63.32,63.32,0,FALSE,
50681a902020,1/26/2019,S009,P130,1,52.21,52.21,0,FALSE,
97f0021324b9,1/12/2019,L001_WEB,P057,2,69.51,139.02,0,FALSE,
cf8e885b81f5,1/10/2019,S008,P056,4,108.81,435.24,0,FALSE,
e64191f2509c,1/18/2019,L001_WEB,P003,1,63.22,63.22,0,FALSE,
8d82f9297a58,1/21/2019,S004,P063,4,80.51,322.04,0,FALSE,
f2727ae17428,1/30/2019,S006,P030,1,18.35,18.35,0,FALSE,
c9e47c623d42,1/30/2019,L001_WEB,P133,2,62.49,124.98,0,FALSE,
77f63f404920,1/15/2019,L001_WEB,P125,1,105.21,105.21,0,FALSE,
35d1120ca406,1/17/2019,L001_WEB,P022,3,63.84,191.52,0,FALSE,
15f8f1ab61ce,1/18/2019,L001_WEB,P137,1,36.63,36.63,4.85,FALSE,
551fbbe36001,1/28/2019,S025,P109,2,92.6,185.2,0,FALSE,
74f5eda8222a,1/29/2019,L001_WEB,P112,1,48.7,48.7,0,FALSE,
6002fae2c552,1/5/2019,S018,P007,1,31.36,31.36,0,FALSE,
8983d110c5e4,1/2/2019,L001_WEB,P046,2,43.47,86.94,0,FALSE,
aef9c03d1c5a,1/8/2019,S012,P067,1,22.25,22.25,0,FALSE,
32a9c76ded44,1/11/2019,S016,P005,1,58.65,58.65,0,TRUE,Gift Return
2af7d1389834,1/20/2019,S009,P017,2,100.21,200.42,0,FALSE,
bd2128b83298,1/3/2019,S003,P092,3,89.68,269.04,0,FALSE,
af4d5f72e474,1/10/2019,S001,P023,1,124.71,124.71,0,FALSE,
9e4972cad5c9,1/27/2019,L001_WEB,P008,1,49.37,49.37,0,FALSE,
dc91046e4a32,1/13/2019,S023,P140,1,20.89,20.89,0,FALSE,
c93f31e61fa4,1/29/2019,S018,P096,4,91.25,365,58.2,FALSE,
f296473e34e5,1/2/2019,S024,P002,1,55.96,55.96,25.09,FALSE,
ecdea68a4b0a,1/7/2019,L001_WEB,P089,1,101.47,101.47,0,FALSE,
ac4193fa7a49,1/5/2019,S014,P042,1,66.31,66.31,0,TRUE,Allergic Reaction
cdd1a320db03,1/4/2019,S023,P047,1,32.16,32.16,0,FALSE,
9cf36e405831,1/25/2019,L001_WEB,P141,1,86.77,86.77,0,FALSE,
3b83d383f1c0,1/3/2019,L001_WEB,P065,1,25.27,25.27,0,FALSE,
3c3a9d1eedce,1/11/2019,S015,P092,1,89.68,89.68,0,FALSE,
e11018ef6eeb,1/20/2019,S008,P018,3,21.43,64.29,0,FALSE,
29691f211599,1/20/2019,S019,P079,1,47.14,47.14,0,FALSE,
6dc63dd35de2,1/26/2019,L001_WEB,P081,4,44.87,179.48,0,FALSE,
24e0a9dc14a9,1/26/2019,S017,P057,2,69.51,139.02,0,FALSE,
9fc9ab7f7af1,1/12/2019,L001_WEB,P035,1,104.32,104.32,0,FALSE,
436e9ef97061,1/15/2019,L001_WEB,P092,2,89.68,179.36,0,FALSE,
0a6e26967ff1,1/21/2019,L001_WEB,P021,2,32.94,65.88,0,FALSE,
111d449af160,1/18/2019,S018,P051,1,61.08,61.08,0,FALSE,
5a64f0940e21,1/3/2019,S012,P005,2,58.65,117.3,0,FALSE,
8602c14d7d62,1/19/2019,S006,P104,2,30.39,60.78,15.9,FALSE,
274a1424b4ec,1/29/2019,L001_WEB,P139,1,68.01,68.01,0,FALSE,
3130293b084f,1/8/2019,S020,P075,1,34.88,34.88,0,FALSE,
c0c5eaad7452,1/12/2019,L001_WEB,P129,1,94.35,94.35,0,FALSE,
8a023c49abf9,1/20/2019,S018,P043,2,54.18,108.36,0,FALSE,
41093b672bf0,1/19/2019,S002,P145,1,26.76,26.76,0,FALSE,
1c5fe0bf95c0,1/16/2019,L001_WEB,P092,1,89.68,89.68,0,FALSE,
8ca2f2a23be2,1/9/2019,S003,P095,1,105.37,105.37,0,FALSE,
d0dd6bbe9e69,1/26/2019,L001_WEB,P093,1,102.25,102.25,0,FALSE,
21d2fda2e75b,1/2/2019,S015,P083,1,53.69,53.69,0,FALSE,
5a14b55ff43d,1/9/2019,S005,P068,1,80.45,80.45,0,FALSE,
11178312319f,1/13/2019,L001_WEB,P094,1,22.14,22.14,0,FALSE,
ae070a0894bd,1/9/2019,S021,P097,4,63.7,254.8,99.68,FALSE,
38ae55d3a310,1/12/2019,L001_WEB,P125,2,105.21,210.42,0,TRUE,Changed Mind
4d3b616d360b,1/15/2019,S006,P043,1,54.18,54.18,0,FALSE,
ff7cd9db81fc,1/5/2019,S022,P048,1,68.61,68.61,0,FALSE,
81e00d1ce8f0,1/22/2019,S010,P059,1,102.01,102.01,0,FALSE,
5e81138ca352,1/22/2019,L001_WEB,P123,1,44.66,44.66,0,FALSE,
d300d6e2f375,1/14/2019,S023,P006,1,31.55,31.55,14.75,FALSE,
d2e618bd2441,1/17/2019,S010,P011,2,28.81,57.62,0,FALSE,
971b21f908d6,1/30/2019,L001_WEB,P047,1,32.16,32.16,0,FALSE,
7f4ce10d4e5c,1/21/2019,L001_WEB,P005,2,58.65,117.3,0,FALSE,
2ad5d0cb9c39,1/31/2019,S017,P022,1,63.84,63.84,0,FALSE,
010a7b53a042,1/16/2019,S010,P044,1,18.77,18.77,0,FALSE,
24b4f6defd78,1/19/2019,S006,P047,1,32.16,32.16,0,FALSE,
449968a737f3,1/22/2019,S021,P088,3,40.48,121.44,0,FALSE,
12482f0b27e5,1/13/2019,S017,P099,1,65.09,65.09,7.42,FALSE,
85a75308abc9,1/22/2019,L001_WEB,P108,2,51.09,102.18,0,FALSE,
daf89515ecb7,1/29/2019,L001_WEB,P010,2,48.96,97.92,0,FALSE,
4ed0190c39db,1/3/2019,L001_WEB,P124,1,103.75,103.75,0,FALSE,
535065ee3d8b,1/1/2019,S015,P111,1,78.89,78.89,0,FALSE,
6fa1302345ce,1/17/2019,L001_WEB,P110,1,89.15,89.15,0,FALSE,
02c846cc7ac7,1/13/2019,S008,P090,1,110.51,110.51,0,FALSE,
c067dab95910,1/23/2019,S016,P148,1,39.33,39.33,0,FALSE,
7c58272cc845,1/8/2019,S020,P022,1,63.84,63.84,0,FALSE,
fbf2f61dd41b,1/7/2019,L001_WEB,P002,2,81.05,162.1,0,FALSE,
3e7229d50df1,1/4/2019,S018,P134,1,114.82,114.82,0,FALSE,
50feea4a30da,1/11/2019,L001_WEB,P105,1,73.63,73.63,0,FALSE,
fc6cf5949951,1/9/2019,S019,P067,2,22.25,44.5,0,FALSE,
2665637e88cb,1/9/2019,L001_WEB,P102,2,81.83,163.66,0,FALSE,
e9f19041e183,1/16/2019,L001_WEB,P046,1,43.47,43.47,0,FALSE,
1bf588817a57,1/10/2019,S017,P148,1,39.33,39.33,0,FALSE,
4296cd55fb8c,1/28/2019,L001_WEB,P031,2,37.12,74.24,0,FALSE,
73b0912fafaa,1/6/2019,L001_WEB,P026,1,58.83,58.83,0,FALSE,
0f71a7412b47,1/18/2019,S014,P014,1,87.34,87.34,0,TRUE,Changed Mind
1b9d172d92c4,1/27/2019,S014,P038,1,31.46,31.46,0,FALSE,
cfc35062ae54,1/9/2019,S011,P057,1,69.51,69.51,0,FALSE,
e0bd1dbf8f6a,1/30/2019,S013,P103,1,51.56,51.56,0,FALSE,
69d14c541875,1/20/2019,S006,P015,3,44.19,132.57,0,FALSE,
d4cf9393178c,1/15/2019,L001_WEB,P003,1,63.22,63.22,0,FALSE,
f4570e0d2797,1/10/2019,L001_WEB,P050,1,61.99,61.99,0,FALSE,
a76c4ee3e6da,1/8/2019,L001_WEB,P044,1,18.77,18.77,0,FALSE,
322901a4fb3a,1/6/2019,S022,P023,5,124.71,623.55,0,FALSE,
71901a0171f9,1/13/2019,S008,P104,1,38.34,38.34,0,FALSE,
f08183ae575c,1/3/2019,S001,P024,1,27.73,27.73,0,FALSE,
539367f34bd0,1/19/2019,S003,P090,1,110.51,110.51,0,FALSE,
9a0d13f70afd,1/31/2019,S023,P050,1,49.53,49.53,12.46,FALSE,
b1f377311cdc,1/17/2019,L001_WEB,P028,1,112.67,112.67,0,FALSE,
bd6e07ee9179,1/4/2019,S008,P132,4,62.39,249.56,0,FALSE,
d3eaae913811,1/19/2019,S005,P065,1,25.27,25.27,0,FALSE,
d443c42a80cc,1/25/2019,S009,P063,2,80.51,161.02,0,FALSE,
c999733a49c6,1/15/2019,L001_WEB,P008,1,49.37,49.37,0,FALSE,
af7afba038da,1/26/2019,S020,P057,1,51.22,51.22,18.29,FALSE,
bdacadeb888b,1/17/2019,S023,P138,1,59.61,59.61,0,FALSE,
63f97f2fb818,1/3/2019,S007,P103,1,51.56,51.56,0,FALSE,
b51ac978a9ce,1/30/2019,S013,P046,1,43.47,43.47,0,FALSE,
7d10af6712f2,1/9/2019,S022,P047,3,32.16,96.48,0,FALSE,
fd9db13e61cc,1/16/2019,S013,P052,1,38.5,38.5,0,FALSE,
fd29ae723054,1/8/2019,L001_WEB,P052,2,38.5,77,0,FALSE,
b9f1c3768f58,1/25/2019,S008,P028,1,96.27,96.27,16.4,FALSE,
e28fac483a61,1/1/2019,S009,P139,4,68.01,272.04,0,FALSE,
2898ca2e6583,1/11/2019,S002,P127,2,98.44,196.88,0,FALSE,
af3f4f9c4dcc,1/9/2019,S015,P126,1,97.57,97.57,0,FALSE,
1e99044655a7,1/13/2019,S023,P057,2,48.3,96.6,42.42,FALSE,
8f4c148ceff3,1/31/2019,S022,P139,1,68.01,68.01,0,FALSE,
31ad70f6cce8,1/25/2019,S003,P045,1,114.88,114.88,0,FALSE,
22595dc115dd,1/11/2019,L001_WEB,P003,1,63.22,63.22,0,FALSE,
fbc9e69d11ae,1/11/2019,S025,P093,1,102.25,102.25,0,FALSE,
4ae228c1a55f,1/8/2019,S019,P069,1,89.66,89.66,0,FALSE,
f9b4d0ba6122,1/16/2019,L001_WEB,P109,1,92.6,92.6,0,FALSE,
22840cc65bbe,1/28/2019,S022,P103,1,51.56,51.56,0,FALSE,
b43f1baf4125,1/19/2019,S020,P059,2,102.01,204.02,0,FALSE,
163366e66284,1/18/2019,S005,P111,2,78.89,157.78,0,FALSE,
cd11832a1c50,1/24/2019,S008,P039,1,67.6,67.6,6.86,FALSE,
fcbab6fa97bc,1/29/2019,L001_WEB,P133,1,62.49,62.49,0,FALSE,
f13aec940968,1/9/2019,L001_WEB,P144,2,92.57,185.14,11.8,FALSE,
e6d8d0f9ffb8,1/7/2019,L001_WEB,P066,1,118.75,118.75,0,FALSE,
e574a8cc5a9f,1/11/2019,S017,P067,1,22.25,22.25,0,FALSE,
f5f15de0335e,1/9/2019,L001_WEB,P089,1,101.47,101.47,0,FALSE,
ef0eeacdc3e6,1/31/2019,L001_WEB,P051,1,61.08,61.08,0,FALSE,
9886c3ae50bc,1/25/2019,L001_WEB,P073,1,40.81,40.81,0,FALSE,
40d5c4129367,1/24/2019,S006,P115,2,54.33,108.66,37.64,FALSE,
50951d6b2cca,1/5/2019,S022,P043,1,54.18,54.18,0,FALSE,
5d78844478ad,1/20/2019,L001_WEB,P147,1,25.34,25.34,0,FALSE,
bdd346930192,1/11/2019,L001_WEB,P059,1,102.01,102.01,0,FALSE,
4846acc0b4f5,1/20/2019,S015,P102,1,81.83,81.83,0,FALSE,
856bbf692d05,1/12/2019,S003,P134,4,114.82,459.28,0,FALSE,
ef57b611c2c3,1/1/2019,L001_WEB,P033,2,99.59,199.18,0,FALSE,
67a8f00f8499,1/23/2019,S003,P021,1,32.94,32.94,0,FALSE,
f7b831b46f72,1/30/2019,L001_WEB,P122,1,33.52,33.52,3.3,FALSE,
12a917fd3529,1/3/2019,L001_WEB,P027,1,110.1,110.1,0,FALSE,
bddc46ec84e9,1/29/2019,S005,P100,1,111.84,111.84,0,FALSE,
681211d4fc99,1/21/2019,S001,P033,1,99.59,99.59,0,TRUE,Gift Return
1db880eec7fb,1/12/2019,S022,P084,2,97.31,194.62,0,FALSE,
2aceef0c2915,1/30/2019,L001_WEB,P070,1,60.35,60.35,0,FALSE,
fc2c3cca9a02,1/18/2019,S008,P046,1,43.47,43.47,0,FALSE,
4f179b4b552a,1/29/2019,S010,P145,1,26.76,26.76,0,FALSE,
05e097bb3cc6,1/30/2019,L001_WEB,P089,1,101.47,101.47,0,FALSE,
d5230e89c78b,1/10/2019,S011,P094,1,17.67,17.67,4.47,FALSE,
f6dc0e7fce20,1/25/2019,L001_WEB,P035,1,104.32,104.32,0,TRUE,Wrong Shade
283c75175795,1/31/2019,S024,P123,1,44.66,44.66,0,FALSE,
4ef4ddbf35ff,1/20/2019,L001_WEB,P060,2,120.43,240.86,0,FALSE,
33ca4c8ed8fd,1/29/2019,S001,P144,1,98.47,98.47,0,FALSE,
feac3e718c61,1/21/2019,L001_WEB,P100,2,111.84,223.68,0,FALSE,
830ea273ae40,1/21/2019,S025,P062,1,76.01,76.01,0,FALSE,
1615b60fe3be,1/23/2019,S005,P070,1,60.35,60.35,0,FALSE,
eafc56677d52,1/14/2019,S009,P049,2,28.37,56.74,0,FALSE,
13148356908c,1/21/2019,L001_WEB,P117,1,104.3,104.3,0,FALSE,
9f9e746b1645,1/7/2019,S015,P083,1,48.13,48.13,5.56,FALSE,
4a079d870e8f,1/4/2019,L001_WEB,P073,1,40.81,40.81,0,FALSE,
5c79eba61871,1/8/2019,S021,P024,1,20.29,20.29,7.44,FALSE,
b97d28ba5010,1/26/2019,L001_WEB,P128,5,85.06,425.3,0,FALSE,
836176b53a0a,1/11/2019,L001_WEB,P021,2,32.94,65.88,0,FALSE,
e7daf4ac0d25,1/25/2019,L001_WEB,P101,1,120.99,120.99,0,FALSE,
cb94875a6bac,1/27/2019,S004,P065,2,25.27,50.54,0,FALSE,
f87585356909,1/25/2019,S007,P064,1,26.57,26.57,0,FALSE,
ad9310fc7b93,1/2/2019,L001_WEB,P051,1,61.08,61.08,0,FALSE,
2ed802593502,1/7/2019,S016,P122,1,36.82,36.82,0,FALSE,
176976d11880,1/6/2019,S003,P011,2,28.81,57.62,0,FALSE,
6feee8f502ca,1/16/2019,S006,P077,1,117.7,117.7,0,FALSE,
55bec4b79908,1/7/2019,S002,P029,1,23.86,23.86,6.08,FALSE,
1e67c516c9e6,1/19/2019,S001,P031,1,37.12,37.12,0,FALSE,
8ffa615aa384,1/19/2019,S007,P122,1,36.82,36.82,0,FALSE,
bb580d006dae,1/8/2019,L001_WEB,P041,1,124.48,124.48,0,FALSE,
4cf580ec2e31,1/25/2019,L001_WEB,P016,1,123.88,123.88,0,FALSE,
b5a3194ce727,1/26/2019,S020,P028,1,68.01,68.01,44.66,FALSE,
52ad3b492d31,1/25/2019,S023,P089,2,77.26,154.52,48.42,FALSE,
c6e2f176fa3d,1/12/2019,L001_WEB,P035,1,91.73,91.73,12.59,FALSE,
bb6f064a924f,1/18/2019,L001_WEB,P126,1,97.57,97.57,0,FALSE,
6f8c225b4f81,1/24/2019,S011,P120,1,60.76,60.76,0,FALSE,
ae6c5ac66e92,1/18/2019,S001,P042,1,66.31,66.31,0,TRUE,Allergic Reaction
57f1535ad518,1/9/2019,L001_WEB,P139,1,60.27,60.27,7.74,FALSE,
bb0886fd456a,1/6/2019,L001_WEB,P005,1,58.65,58.65,0,FALSE,
2cdf5d549eaa,1/11/2019,S014,P017,1,100.21,100.21,0,FALSE,
53f1f40c0e9c,1/17/2019,S011,P128,2,63.23,126.46,43.66,FALSE,
121128f1654b,1/11/2019,L001_WEB,P029,1,29.94,29.94,0,FALSE,
ee2ba029009f,1/31/2019,L001_WEB,P034,1,66.01,66.01,4.27,FALSE,
575342e74202,1/2/2019,L001_WEB,P147,1,25.34,25.34,0,FALSE,
c1295727c817,1/20/2019,S012,P066,1,118.75,118.75,0,FALSE,
10b331bc5f85,1/1/2019,L001_WEB,P054,1,116.79,116.79,0,FALSE,
17be80510027,1/15/2019,L001_WEB,P016,1,123.88,123.88,0,FALSE,
50e3427760d2,1/27/2019,S017,P095,2,93.6,187.2,23.54,FALSE,
eb1a4d2281d1,1/24/2019,L001_WEB,P019,2,23.28,46.56,3.6,FALSE,
e75ef3aa4d11,1/4/2019,S011,P060,1,83.67,83.67,36.76,FALSE,
cbef5b9e9c81,1/21/2019,L001_WEB,P046,1,43.47,43.47,0,FALSE,
809c01f146a2,1/25/2019,L001_WEB,P148,1,39.33,39.33,0,FALSE,
e11e8a33dd81,1/29/2019,L001_WEB,P027,1,110.1,110.1,0,FALSE,
5.15547E+11,1/11/2019,S014,P041,1,124.48,124.48,0,FALSE,
3.16884E+11,1/29/2019,S019,P081,1,44.87,44.87,0,FALSE,
4315c3063ae6,1/14/2019,S018,P111,2,78.89,157.78,0,FALSE,
f01f0c84f8a9,1/18/2019,L001_WEB,P055,1,87.78,87.78,0,FALSE,
2fa049df147f,1/12/2019,S012,P116,1,119.86,119.86,0,FALSE,
6ce3384cc780,1/10/2019,L001_WEB,P005,1,58.65,58.65,0,FALSE,
6a436f3a21c4,1/10/2019,L001_WEB,P057,1,69.51,69.51,0,FALSE,
5fb89efd11e7,1/31/2019,S021,P071,3,117.4,352.2,0,FALSE,
429516bd68c6,1/19/2019,L001_WEB,P040,1,98.81,98.81,0,FALSE,
876f35134de5,1/9/2019,L001_WEB,P094,2,22.14,44.28,0,FALSE,
31bd314cfd40,1/10/2019,L001_WEB,P024,1,27.73,27.73,0,FALSE,
89d114cba038,1/3/2019,L001_WEB,P084,2,97.31,194.62,0,FALSE,
2b3774242f01,1/23/2019,L001_WEB,P148,2,34.84,69.68,8.98,FALSE,
eaadd79deed8,1/26/2019,S008,P148,1,39.33,39.33,0,FALSE,
eff2161b951b,1/11/2019,S001,P090,2,110.51,221.02,0,FALSE,
ea356bb37f3f,1/4/2019,S021,P059,2,102.01,204.02,0,FALSE,
89555cb1d009,1/21/2019,S018,P098,1,110.49,110.49,0,FALSE,
c2d242e48b81,1/19/2019,L001_WEB,P039,1,74.46,74.46,0,FALSE,
81531f3c28dd,1/22/2019,L001_WEB,P101,4,120.99,483.96,0,FALSE,
771aef6264f3,1/3/2019,L001_WEB,P057,1,69.51,69.51,0,FALSE,
48f3090fb6bf,1/11/2019,S008,P022,1,63.84,63.84,0,FALSE,
f4271fdfad55,1/9/2019,L001_WEB,P022,1,63.84,63.84,0,FALSE,
5a593cfa8377,1/25/2019,S010,P035,1,104.32,104.32,0,FALSE,
21c561e45d3a,1/19/2019,S001,P051,1,61.08,61.08,0,FALSE,
732ada96580f,1/8/2019,S007,P019,1,25.08,25.08,0,FALSE,
41d2fb6022ce,1/19/2019,S002,P023,1,90.66,90.66,34.05,FALSE,
b47235115872,1/12/2019,L001_WEB,P007,2,31.36,62.72,0,FALSE,
519b1d32bbf0,1/27/2019,S023,P114,1,63.32,63.32,39.61,FALSE,
6c01bde85845,1/22/2019,S016,P096,1,105.8,105.8,0,FALSE,
9a952aa3eeb7,1/24/2019,L001_WEB,P014,1,87.34,87.34,0,FALSE,
8f4a30cb84cb,1/27/2019,S020,P074,1,112.25,112.25,0,FALSE,
b0c4ec288d51,1/15/2019,S004,P121,1,110.07,110.07,0,FALSE,
51657ac70215,1/7/2019,S021,P140,1,14.69,14.69,6.2,FALSE,
ea30b34da864,1/5/2019,S017,P005,1,58.65,58.65,0,FALSE,
a5143d05ec22,1/9/2019,S002,P044,1,12.4,12.4,6.37,FALSE,
d6edf7d0bee0,1/15/2019,L001_WEB,P003,1,63.22,63.22,0,FALSE,
45aaafadce3e,1/30/2019,L001_WEB,P093,2,88.27,176.54,27.96,FALSE,
062a81149f37,1/8/2019,S006,P098,1,110.49,110.49,0,FALSE,
1aa5722d4354,1/16/2019,S010,P137,1,41.48,41.48,0,FALSE,
453cea0f2eaa,1/18/2019,L001_WEB,P006,1,46.3,46.3,0,FALSE,
997db0032e43,1/16/2019,L001_WEB,P101,2,106.66,213.32,28.66,FALSE,
0603a85ed51a,1/10/2019,S019,P061,5,49.75,248.75,0,FALSE,
f9316d64a93e,1/2/2019,S025,P066,2,118.75,237.5,0,FALSE,
ce24e0575b83,1/1/2019,S006,P143,3,48.76,146.28,53.67,FALSE,
5f9f56cd9021,1/5/2019,L001_WEB,P023,2,124.71,249.42,0,FALSE,
e52ffed81de2,1/28/2019,L001_WEB,P059,1,102.01,102.01,0,FALSE,
1868cd4b14d6,1/10/2019,L001_WEB,P085,1,26.05,26.05,0,FALSE,
a1000887d1dd,1/19/2019,S022,P139,1,68.01,68.01,0,FALSE,
f57fade9d2f1,1/23/2019,L001_WEB,P135,3,69.04,207.12,0,FALSE,
d16bb4bc11d9,1/25/2019,S008,P038,1,31.46,31.46,0,FALSE,
84f81b3eb294,1/3/2019,L001_WEB,P143,1,66.65,66.65,0,FALSE,
9ecd3cf2a865,1/27/2019,S007,P038,2,31.46,62.92,0,FALSE,
baf3eca461a2,1/14/2019,S011,P106,1,25.49,25.49,0,FALSE,
e10d1bd34f66,1/21/2019,S018,P071,1,117.4,117.4,0,FALSE,
f8e803dab0e4,1/1/2019,L001_WEB,P069,1,89.66,89.66,0,FALSE,
b5070aa2ea07,1/8/2019,L001_WEB,P007,1,31.36,31.36,0,FALSE,
3e121ff9c76a,1/17/2019,L001_WEB,P121,2,110.07,220.14,0,FALSE,
99794f59d86c,1/16/2019,S021,P122,1,29.22,29.22,7.6,FALSE,
95340536c8d6,1/1/2019,S020,P070,4,40.18,160.72,80.68,FALSE,
32d262c4cc34,1/7/2019,S009,P017,1,100.21,100.21,0,FALSE,
bffd084a0221,1/20/2019,S009,P126,1,97.57,97.57,0,FALSE,
1bcd648df981,1/14/2019,S012,P104,2,38.34,76.68,0,FALSE,
066a59da09fd,1/24/2019,L001_WEB,P081,1,44.87,44.87,0,FALSE,
a457c744b5c1,1/18/2019,S022,P135,1,69.04,69.04,0,FALSE,
315a4f2ad990,1/4/2019,S001,P116,1,119.86,119.86,0,FALSE,
046722f8d6b0,1/8/2019,L001_WEB,P133,1,62.49,62.49,0,FALSE,
3aae3e057fec,1/13/2019,S005,P133,2,62.49,124.98,0,FALSE,
79c5159fecbf,1/15/2019,L001_WEB,P102,2,81.83,163.66,0,FALSE,
07fa996fd659,1/6/2019,L001_WEB,P109,1,92.6,92.6,0,FALSE,
ed22ba41b2ee,1/29/2019,S015,P037,1,70,70,0,FALSE,
273d837593c9,1/17/2019,L001_WEB,P029,1,29.94,29.94,0,FALSE,
63cf861a2675,1/18/2019,S009,P035,1,104.32,104.32,0,TRUE,Wrong Shade
bddf35a44657,1/19/2019,L001_WEB,P052,2,35.33,70.66,6.34,FALSE,
691db4594656,1/23/2019,L001_WEB,P042,2,66.31,132.62,0,TRUE,Allergic Reaction
1e921437053d,1/15/2019,L001_WEB,P093,1,102.25,102.25,0,FALSE,
517f34fd3b1d,1/17/2019,L001_WEB,P041,1,124.48,124.48,0,FALSE,
df55f33f52e2,1/30/2019,S014,P086,1,107.3,107.3,0,FALSE,
f3a5279433ab,1/28/2019,L001_WEB,P038,1,31.46,31.46,0,FALSE,
bc49c6f985ea,1/10/2019,S007,P115,1,73.15,73.15,0,FALSE,
68fdfa32a46c,1/31/2019,S004,P052,1,38.5,38.5,0,TRUE,Wrong Shade
abbc7c0923b4,1/28/2019,S011,P128,1,53.03,53.03,32.03,FALSE,
45e92b4aee20,1/19/2019,S023,P122,1,25.03,25.03,11.79,TRUE,Gift Return
6bdaf798ab9d,1/9/2019,S014,P143,2,66.65,133.3,0,FALSE,
249a7e08c5f7,1/2/2019,L001_WEB,P090,1,110.51,110.51,0,FALSE,
b740cb8da050,1/27/2019,L001_WEB,P077,1,110.53,110.53,7.17,FALSE,
9f1acd2819e3,1/6/2019,L001_WEB,P073,1,40.81,40.81,0,FALSE,
1ac57c33ca09,1/26/2019,S009,P144,1,98.47,98.47,0,FALSE,
0955f726db25,1/30/2019,L001_WEB,P010,1,48.96,48.96,0,FALSE,
084510fc5d3c,1/13/2019,S005,P018,2,21.43,42.86,0,FALSE,
e6737e121b46,1/16/2019,S009,P035,1,104.32,104.32,0,FALSE,
69150043f693,1/14/2019,L001_WEB,P135,1,69.04,69.04,0,FALSE,
c6db6ac80752,1/19/2019,S016,P136,5,59.73,298.65,0,FALSE,
613c5cdae491,1/30/2019,L001_WEB,P074,1,112.25,112.25,0,FALSE,
36c2e6c8ebc6,1/19/2019,L001_WEB,P091,3,37.19,111.57,0,FALSE,
b765cf5b6247,1/24/2019,S014,P128,1,85.06,85.06,0,FALSE,
139c31b62106,1/23/2019,S004,P075,4,33.05,132.2,7.32,FALSE,
3745f9785291,1/4/2019,S013,P054,2,116.79,233.58,0,FALSE,
082f9c0c78de,1/11/2019,S002,P090,1,110.51,110.51,0,TRUE,Changed Mind
d95f38b68214,1/23/2019,L001_WEB,P073,1,37.54,37.54,3.27,FALSE,
1bd02ad4e3f0,1/25/2019,S018,P002,1,81.05,81.05,0,FALSE,
